payment_id,customer_id,payment_date,payment_amount,payment_method,check_number,bank_reference,remittance_name,invoice_reference,applied_flag,applied_date,applied_amount,unapplied_amount,payment_type,status,batch_session,batch_id,created_date,updated_date,updated_time,updated_by
500203,100327,2024-05-23,,,,                       RA,MIREZ INC,,2,1904-05-23,6082.53,, 3,13,,20240523-124052,,,,
500204,100183,2023-06-12,,52,59,                       Jo,"hnson, Floyd and Weeks",,2,1903-06-12,158.66,, 9,82,,20230612-123061,,2015-11-07,,N
500205,100220,2024-01-03,,31,72,                       Wa,rren-Caldwell,,0,,6420.16,, 3,88,,20240103-124010,,,,
500206,100065,2023-11-18,,,             RE,F200815149             JO,"NES, GIBSON AND WARD",,2,1903-11-18,28238.66,, 4,56,,20231118-123111,,,,ON
500207,100376,2023-07-15,,,             RE,F545300601             Jo,hnson-Martin,,2,1903-07-15,32358.08,, 9,14,,20230715-123071,,,,ON
500208,100104,2023-03-02,,,             RE,F354260362             Wi,"ley, Graham and Bowman",,2,1903-03-02,1466.21,, 7,15,,20230302-123030,,,,ON
500209,100262,2024-08-16,,,             RE,F907102639             Mc,carthy-Thompson,,2,1904-08-16,937.67,, 2,68,,20240816-124081,,,,
500210,100104,2023-06-17,,,             RE,F939086910             Wi,"ley, Graham and Bowman",,0,,972.13,, 9,63,,20230617-123061,,,,ON
500211,100177,2024-02-01,,,             RE,F984088252             Re,yes-Pope,,2,1904-02-01,806.99,, 6,72,,20240201-124020,,,,
500212,100050,2024-01-04,,22,77,                       La,ng,,2,1904-01-04,35059.32,, 7,60,,20240104-124010,,,,
500213,100489,2024-10-05,,,             RE,F724827820             Fi,tzgerald Inc,,2,1904-10-05,8266.52,, 2,28,,20241005-124100,,,,
500214,100451,2023-12-15,,88,57,                       He,ndricks-Rice,,2,1903-12-15,470.87,, 9,49,,20231215-123121,,,,
500215,100318,2024-10-14,,,,                       Wi,lson-Dennis,,2,1904-10-14,7950.03,, 5,71,,20241014-124101,,,,
500216,100232,2024-02-05,,,,                       Wa,de Group,,2,1904-02-05,598.42,, 1,88,,20240205-124020,,,,
500217,100323,2023-07-20,,,             RE,F271638546             On,"eal, Lucas and Campos",,2,1903-07-20,847.36,, 9,85,,20230720-123072,,,,
500218,100101,2023-12-27,,,,                       Ba,"ker, Adams and Mullen",,2,1903-12-27,1559.55,, 8,48,,20231227-123122,,,,
500219,100223,2024-04-09,,,             RE,F915458684             Al,len-Beltran,,2,1904-04-09,0.0,, 1,32,,20240409-124040,,,,
500220,100294,2023-05-18,,40,46,                       Be,rry-Rush,,2,1903-05-18,2095.88,, 5,19,,20230518-123051,,,,
500221,100106,2024-07-15,,68,70,                       Jo,nes-Harrison,,2,1904-07-15,363.48,, 9,66,,20240715-124071,,,,N
500222,100129,2024-01-24,,,             RE,F947436477             MO,NROE GROUP,,2,1904-01-24,22439.37,, 5,29,,20240124-124012,,,,
500223,100468,2024-03-15,,,             RE,F608005863             Pe,"ters, Wood and Green",,2,1904-03-15,2011.61,, 6,94,,20240315-124031,,,,ON
500224,100490,2024-08-25,,,             RE,F278445883             Go,"lden, Mclaughlin and Miller",,2,1904-08-25,1502.97,, 8,13,,20240825-124082,,,,
500225,100152,2024-08-06,,,             RE,F384933155             Bu,rton PLC,,2,1904-08-06,0.0,, 7,74,,20240806-124080,,,,
500226,100089,2024-07-15,,57,44,                       Mo,"reno, Barajas and Colon",,2,1904-07-15,1199.31,, 7,97,,20240715-124071,,,,
500227,100200,2024-10-14,,,             RE,F423425343             Sh,ah PLC,,2,1904-10-14,0.0,, 8,79,,20241014-124101,,,,
500228,100399,2024-12-13,,19,08,                       Mo,rrison-Robinson,,2,1904-12-13,0.0,, 5,62,,20241213-124121,,,,ON
500229,100248,2023-08-03,,,             RE,F327162660             Ri,"chards, Taylor and Green",,2,1903-08-03,5072.36,, 4,51,,20230803-123080,,,,
500230,100345,2023-10-20,,,             RE,F111268599             Wr,"ight, Dawson and Hall",,2,1903-10-20,1834.72,, 8,09,,20231020-123102,,,,
500231,100062,2023-09-08,,45,03,                       St,one Group,,2,1903-09-08,1648.43,, 3,22,,20230908-123090,,,,
500232,100437,2024-11-25,,,             RE,F940916250             St,eele-Yates,,2,1904-11-25,3459.41,, 1,87,,20241125-124112,,,,
500233,100122,2023-10-20,,62,50,                       St,ein-Moore,,2,1903-10-20,7667.64,, 4,80,,20231020-123102,,1919-01-25,,
500234,100045,2024-07-18,,,             RE,F835176837             Pr,"ince, Wilcox and Robertson",,2,1904-07-18,3959.17,, 5,26,,20240718-124071,,,,
500235,100162,2023-08-25,,,             RE,F909105854             Fo,ster Inc,,2,1903-08-25,880.98,, 9,68,,20230825-123082,,,,ON
500236,100459,2023-07-26,,67,49,                       St,"ewart, Lewis and Smith",,2,1903-07-26,4696.62,, 1,73,,20230726-123072,,,,ON
500237,100342,2024-03-20,,,             RE,F684216095             Wh,eeler PLC,,2,1904-03-20,0.0,, 1,76,,20240320-124032,,1910-06-21,,
500238,100100,2024-12-20,,,             RE,F639862086             Cl,ark-Harris,,0,,609.07,, 3,56,,20241220-124122,,,,
500239,100197,2024-12-04,,,             RE,F351474059             Cl,"ark, Oconnor and Cochran",,2,1904-12-04,5805.25,, 8,52,,20241204-124120,,,,
500240,100395,2024-12-20,,,             RE,F940281527             Tr,"ujillo, Johnson and Anderson",,2,1904-12-20,367.68,, 8,30,,20241220-124122,,,,N
500241,100133,2024-02-14,,,             RE,F538903689             Al,"len, Price and Sparks",,2,1904-02-14,1296.93,, 6,04,,20240214-124021,,,,N
500242,100483,2024-11-11,,77,09,                       No,"rton, Smith and Shea",,2,1904-11-11,370.79,, 3,27,,20241111-124111,,,,ON
500243,100486,2024-01-05,,,,                       Co,oper-Mcpherson,,2,1904-01-05,434.27,, 3,33,,20240105-124010,,,,
500244,100401,2024-08-25,,,             RE,F566731148             Ca,"stillo, Hughes and Smith",,2,1904-08-25,209.62,, 7,49,,20240825-124082,,,,ON
500245,100176,2023-11-24,,,,                       Da,"vis, Castillo and Morton",,2,1903-11-24,735.92,, 5,15,,20231124-123112,,,,ON
500246,100436,2023-12-03,,,             RE,F100856839             Mo,ore-Byrd,,2,1903-12-03,3629.66,, 9,56,,20231203-123120,,,,
500247,100358,2024-09-10,,,             RE,F259768504             Ra,ngel-Khan,,2,1904-09-10,1681.11,, 9,31,,20240910-124091,,,,
500248,100033,2024-07-30,,,,                       Mi,tchell and Sons,,2,1904-07-30,732.74,, 8,11,,20240730-124073,,,,
500249,100433,2024-11-16,,61,05,                       Ha,"yes, Riley and Gordon",,2,1904-11-16,833.19,, 3,66,,20241116-124111,,,,
500250,100114,2024-03-03,,,             RE,F350778479             Hu,"ghes, Whitney and Romero",,2,1904-03-03,2520.15,, 1,30,,20240303-124030,,,,
500251,100151,2024-07-29,,,             RE,F475314040             Ga,rcia-Leonard,,2,1904-07-29,35511.18,, 7,43,,20240729-124072,,,,
500252,100284,2024-03-23,,,,                       Go,odman-Christian,,0,,1774.06,, 4,64,,20240323-124032,,2002-01-31,,
500253,100362,2024-10-31,,,             RE,F283242904             Mo,ore-Bowman,,2,1904-10-31,2008.01,, 9,05,,20241031-124103,,,,
500254,100180,2023-07-07,,,,                       Sa,"nchez, Williams and Jensen",,2,1903-07-07,252.91,, 4,66,,20230707-123070,,,,ON
500255,100330,2024-05-19,,,             RE,F732201665             Ma,son Inc,,0,,1585.52,, 1,35,,20240519-124051,,,,
500256,100264,2023-09-20,,,             RE,F114808738             Ta,nner-Sanford,,2,1903-09-20,3725.19,, 7,10,,20230920-123092,,,,
500257,100184,2024-10-18,,,             RE,F427242118             An,derson and Sons,,2,1904-10-18,736.85,, 4,16,,20241018-124101,,,,
500258,100097,2024-10-09,,,             RE,F626490607             Or,tiz-Rodriguez,,0,,505.42,, 5,27,,20241009-124100,,,,
500259,100317,2024-01-22,,,             RE,F321165031             Th,ompson-Morales,,2,1904-01-22,6411.96,, 1,98,,20240122-124012,,,,
500260,100106,2024-03-26,,,             RE,F248454493             Jo,nes-Harrison,,0,,326.08,, 4,29,,20240326-124032,,2006-01-22,,
500261,100255,2024-04-16,,43,42,                       Ho,ffman-Webb,,0,,0.0,, 6,83,,20240416-124041,,,,N
500262,100285,2024-12-07,,,             RE,F713763868             Ma,thews-Lopez,,0,,0.0,, 1,85,,20241207-124120,,,,ON
500263,100255,2023-08-11,,,             RE,F200119823             Ho,ffman-Webb,,2,1903-08-11,0.0,, 2,35,,20230811-123081,,,,
500264,100386,2023-12-01,,38,31,                       Tu,"cker, Mcdonald and Sloan",,2,1903-12-01,4545.04,, 6,33,,20231201-123120,,2003-10-15,,
500265,100037,2024-11-07,,,             RE,F595363022             Lo,"pez, Holmes and Mcintyre",,2,1904-11-07,4735.74,, 4,46,,20241107-124110,,,,N
500266,100131,2024-11-13,,,             RE,F165235849             Ch,"avez, Carney and Hammond",,2,1904-11-13,21704.5,, 5,17,,20241113-124111,,,,
500267,100079,2024-02-28,,,             RE,F619466858             Wa,tson-Richards,,2,1904-02-28,0.0,, 2,21,,20240228-124022,,,,
500268,100314,2024-08-21,,,             RE,F843340194             FA,"ULKNER, POWERS AND CARRILLO",,2,1904-08-21,2056.76,, 4,77,,20240821-124082,,,,
500269,100282,2024-09-18,,13,33,                       Wa,"rd, Scott and Rodriguez",,2,1904-09-18,35957.54,, 1,48,,20240918-124091,,,,
500270,100424,2023-06-18,,83,84,                       Ja,mes Inc,,0,,924.61,, 3,89,,20230618-123061,,,,ON
500271,100260,2023-06-25,,58,05,                       Hi,"ll, Mendoza and Williams",,0,,5106.46,, 6,14,,20230625-123062,,,,N
500272,100430,2023-08-30,,,             RE,F998187012             Pi,"ttman, Hines and Carr",,2,1903-08-30,40218.97,, 2,53,,20230830-123083,,,,
500273,100042,2024-09-10,,38,22,                       Wa,rren Ltd,,2,1904-09-10,755.11,, 3,81,,20240910-124091,,,,ON
500274,100405,2023-12-06,,,             RE,F754573495             Mc,"clure, Ramirez and Brown",,2,1903-12-06,0.0,, 1,21,,20231206-123120,,2023-12-07,,ON
500275,100003,2023-03-19,,,             RE,F930632415             Ba,"ker, Mason and White",,2,1903-03-19,948.35,, 3,71,,20230319-123031,,2002-08-25,,ON
500276,100472,2024-02-20,,74,21,                       Tu,"rner, Cunningham and Holder",,2,1904-02-20,843.31,, 6,69,,20240220-124022,,,,
500277,100077,2024-10-15,,,             RE,F818726432             Ma,rtin-Kline,,2,1904-10-15,1031.9,, 8,62,,20241015-124101,,2016-10-27,,
500278,100463,2024-02-12,,,             RE,F228270812             Wi,lkerson-Rios,,0,,28385.57,, 3,06,,20240212-124021,,,,
500279,100157,2024-10-01,,62,10,                       Ac,osta-Lopez,,2,1904-10-01,227.37,, 4,16,,20241001-124100,,,,
500280,100000,2024-11-05,,18,40,                       Fi,gueroa and Sons,,2,1904-11-05,804.25,, 9,41,,20241105-124110,,,,ON
500281,100078,2024-10-10,,66,23,                       Da,vidson-Hensley,,2,1904-10-10,859.3,, 4,82,,20241010-124101,,,,
500282,100179,2023-11-16,,54,04,                       We,lch LLC,,0,,602.34,, 7,90,,20231116-123111,,,,
500283,100209,2024-01-29,,,             RE,F786184920             Le,"e, Olsen and Simpson",,2,1904-01-29,814.48,, 6,32,,20240129-124012,,,,
500284,100028,2024-01-20,,,             RE,F200531358             Mo,ore PLC,,2,1904-01-20,9261.96,, 3,33,,20240120-124012,,1904-09-12,,N
500285,100090,2024-04-15,,,             RE,F140022760             Jo,hnson Ltd,,2,1904-04-15,960.31,, 8,07,,20240415-124041,,,,ON
500286,100336,2024-04-17,,,             RE,F829118125             Br,own PLC,,0,,7686.77,, 6,49,,20240417-124041,,,,N
500287,100201,2024-02-21,,,             RE,F595442796             Th,"omas, Harris and Soto",,2,1904-02-21,0.0,, 2,65,,20240221-124022,,,,ON
500288,100338,2024-05-10,,,             RE,F451889988             Le, Group,,2,1904-05-10,1426.28,, 5,99,,20240510-124051,,,,
500289,100066,2023-04-13,,64,08,                       De,"an, Marshall and Vargas",,2,1903-04-13,9614.54,, 5,38,,20230413-123041,,,,
500290,100033,2024-07-03,,93,24,                       Mi,tchell and Sons,,2,1904-07-03,1279.34,, 6,15,,20240703-124070,,2007-08-17,,
500291,100370,2024-06-05,,,             RE,F969832216             Vi,ncent PLC,,2,1904-06-05,565.25,, 1,02,,20240605-124060,,,,
500292,100451,2024-01-20,,97,39,                       He,ndricks-Rice,,2,1904-01-20,784.34,, 9,48,,20240120-124012,,,,
500293,100260,2024-07-10,,,             RE,F647127863             Hi,"ll, Mendoza and Williams",,2,1904-07-10,38210.99,, 3,61,,20240710-124071,,,,
500294,100018,2023-09-29,,70,48,                       Jo,hnston-Hines,,2,1903-09-29,13962.56,, 8,68,,20230929-123092,,,,
500295,100333,2023-03-31,,,             RE,F853518199             Re,"yes, Foster and Williams",,2,1903-03-31,5061.97,, 2,39,,20230331-123033,,,,
500296,100226,2024-11-27,,95,51,                       Ca,brera-Dean,,2,1904-11-27,9597.32,, 1,98,,20241127-124112,,,,
500297,100199,2024-12-11,,80,26,                       Ev,ans-Martinez,,2,1904-12-11,6466.16,, 9,92,,20241211-124121,,,,
500298,100067,2024-02-03,,52,17,                       Br,"adley, Graham and Brandt",,2,1904-02-03,777.82,, 5,26,,20240203-124020,,,,ON
500299,100388,2023-04-27,,,             RE,F228849570             Bu,"rton, Davis and Galvan",,0,,637.99,, 2,83,,20230427-123042,,,,ON
500300,100361,2024-03-05,,,             RE,F890857113             Ag,uilar-Martin,,0,,1197.16,, 9,95,,20240305-124030,,,,
500301,100071,2024-11-17,,87,88,                       Ro,gers LLC,,2,1904-11-17,1231.75,, 8,20,,20241117-124111,,,,N
500302,100441,2024-10-21,,,             RE,F815956205             Ho,od Ltd,,0,,1260.12,, 5,02,,20241021-124102,,2001-10-02,,
500303,100191,2024-08-28,,69,86,                       Cr,"oss, Brooks and Sullivan",,2,1904-08-28,110.15,, 3,88,,20240828-124082,,,,
500304,100004,2024-04-14,,,             RE,F423416770             Br,own Inc,,2,1904-04-14,200.61,, 1,63,,20240414-124041,,,,
500305,100409,2023-06-12,,,             RE,F841598334             Ca,lhoun-Edwards,,2,1903-06-12,35329.64,, 4,04,,20230612-123061,,,,N
500306,100233,2023-11-20,,,             RE,F919568127             Wa,"shington, Nelson and Stone",,2,1903-11-20,0.0,, 1,02,,20231120-123112,,,,
500307,100071,2024-09-23,,88,99,                       Ro,gers,,2,1904-09-23,993.92,, 2,64,,20240923-124092,,,,N
500308,100010,2023-05-28,,,             RE,F730109497             Le,"wis, Kennedy and Santana",,0,,220.85,, 6,40,,20230528-123052,,,,
500309,100157,2023-07-16,,34,59,                       Ac,osta-Lopez,,2,1903-07-16,713.85,, 4,67,,20230716-123071,,,,ON
500310,100101,2024-03-10,,,,                       Ba,"ker, Adams and Mullen",,2,1904-03-10,2104.04,, 9,56,,20240310-124031,,,,
500311,100227,2023-11-20,,,             RE,F699206499             MO,RAN-SHAH,,2,1903-11-20,1220.13,, 4,94,,20231120-123112,,,,N
500312,100032,2024-12-01,,,             RE,F671097674             Ro,mero PLC,,2,1904-12-01,594.86,, 7,34,,20241201-124120,,2020-02-28,,
500313,100260,2024-12-04,,,             RE,F928324508             Hi,"ll, Mendoza and Williams",,0,,22011.3,, 2,69,,20241204-124120,,,,N
500314,100394,2023-05-02,,28,29,                       Ag,"uirre, Clark and Edwards",,0,,1781.24,, 4,40,,20230502-123050,,,,
500315,100046,2023-10-27,,31,38,                       Fi,"scher, Marks and Miller",,2,1903-10-27,9114.02,, 6,67,,20231027-123102,,,,
500316,100040,2024-05-02,,26,27,                       Pe,ck-Griffith,,2,1904-05-02,0.0,, 6,89,,20240502-124050,,,,
500317,100256,2024-11-01,,29,28,                       Ad,ams and Sons,,2,1904-11-01,521.53,, 5,89,,20241101-124110,,,,N
500318,100269,2023-09-09,,90,31,                       Wi,"lcox, Matthews and Walters",,0,,960.95,, 1,84,,20230909-123090,,,,
500319,100469,2024-02-02,,,             RE,F674492209             Re,"ed, Eaton and Crawford",,0,,6372.65,, 4,99,,20240202-124020,,,,
500320,100204,2023-11-13,,,             RE,F207017730             Ja,ckson-Booker,,0,,9755.67,, 7,51,,20231113-123111,,,,ON
500321,100470,2024-12-30,,24,93,                       An,derson and Sons,,2,1904-12-30,2702.09,, 7,64,,20241230-124123,,1909-02-08,,N
500322,100053,2023-09-02,,,             RE,F150475547             Sa,"nders, Ayala and Johnson",,2,1903-09-02,38111.12,, 5,96,,20230902-123090,,2005-07-12,,N
500323,100441,2024-10-21,,,             RE,F607446641             Ho,od Ltd,,2,1904-10-21,0.0,, 8,52,,20241021-124102,,,,
500324,100254,2023-10-08,,87,80,                       Jo,hnson Inc,,2,1903-10-08,480.79,, 7,55,,20231008-123100,,,,N
500325,100288,2024-11-04,,,             RE,F440588738             Ro,driguez-Owens,,2,1904-11-04,1936.3,, 4,93,,20241104-124110,,,,
500326,100080,2024-04-16,,,             RE,F111741621             Fe,rguson Ltd,,0,,1931.82,, 5,23,,20240416-124041,,,,
500327,100197,2024-12-12,,,,                       Cl,"ark,",,0,,10165.33,, 8,59,,20241212-124121,,,,
500328,100208,2023-05-02,,,             RE,F333543962             Fi,gueroa-Ward,,2,1903-05-02,623.49,, 2,91,,20230502-123050,,,,
500329,100174,2024-01-24,,,,                       Ho,"ward, Thompson and Tate",,2,1904-01-24,2026.79,, 7,70,,20240124-124012,,,,
500330,100340,2023-08-24,,63,74,                       Sm,ith-Anderson,,0,,864.43,, 1,67,,20230824-123082,,,,
500331,100077,2024-11-17,,,             RE,F648746774             Ma,rtin-Kline,,2,1904-11-17,940.81,, 3,65,,20241117-124111,,,,
500332,100015,2024-11-18,,,             RE,F952537340             Ke,nnedy-Schmidt,,2,1904-11-18,0.0,, 5,58,,20241118-124111,,,,
500333,100468,2024-11-12,,,,                       Pe,"ters, Wood and Green",,2,1904-11-12,1438.37,, 3,63,,20241112-124111,,,,
500334,100439,2024-11-29,,,             RE,F922971729             Bl,ackwell LLC,,2,1904-11-29,889.69,, 4,51,,20241129-124112,,2021-09-26,,ON
500335,100323,2024-10-22,,88,13,                       On,"eal, Lucas and Campos",,2,1904-10-22,1655.58,, 7,54,,20241022-124102,,,,ON
500336,100025,2024-03-11,,93,12,                       Ki,"ng, Thompson and Guerrero",,2,1904-03-11,20963.51,, 7,71,,20240311-124031,,2019-03-27,,
500337,100314,2024-01-25,,,             RE,F595400310             Fa,"ulkner, Powers and Carrillo",,2,1904-01-25,0.0,, 9,33,,20240125-124012,,,,
500338,100382,2023-07-07,,41,26,                       Re,"ed, Maxwell and Silva",,2,1903-07-07,315.06,, 2,74,,20230707-123070,,,,
500339,100364,2023-11-27,,,             RE,F879561361             Ra,"mirez, Carter and Obrien",,2,1903-11-27,4582.44,, 4,61,,20231127-123112,,,,N
500340,100035,2023-04-28,,,             RE,F769985964             Th,"ompson, Maxwell and Marshall",,0,,364.9,, 2,56,,20230428-123042,,2017-07-29,,
500341,100406,2024-04-15,,,             RE,F355722896             Br,own-Hudson,,2,1904-04-15,1893.6,, 5,19,,20240415-124041,,,,
500342,100218,2023-04-02,,36,32,                       Jo,nes PLC,,2,1903-04-02,1902.42,, 9,40,,20230402-123040,,,,N
500343,100220,2024-02-25,,,             RE,F367358359             Wa,rren-Caldwell,,2,1904-02-25,5767.7,, 9,40,,20240225-124022,,,,
500344,100298,2024-08-18,,74,52,                       Or,tiz-Smith,,2,1904-08-18,1162.89,, 1,36,,20240818-124081,,,,
500345,100114,2023-12-11,,23,50,                       Hu,"ghes, Whitney and Romero",,2,1903-12-11,19469.19,, 5,89,,20231211-123121,,,,
