invoice_number,customer_id,invoice_date,due_date,ship_date,po_number,reference1,reference2,invoice_amount,tax_amount,freight_amount,discount_amount,amount_paid,current_balance,status,hold_flag,dispute_flag,dispute_reason,payment_terms,document_type,division,gl_account,gl_post_date,gl_posted_flag,created_date,updated_date,updated_time,updated_by,batch_session
1000147,100141,2023-05-02,2023-06-16,2023-04-28,PO-91085,target next-generation channel,,3041.04,113.1,0.0,,,,00,1,1,200,,, 12,30502Y1230,2002-12-31,2,,,, 846389,
1000148,100284,2024-09-06,2024-09-21,2024-09-05,PO-85304,brand granular synergies,,713.44,69.43,69.29,0.0,,,00,1,1,200,,, 12,40906Y1240,,2,,,, 562305,
1000149,100141,2023-10-23,2023-12-07,2023-10-18,PO-79945,exploit synergistic functional,,4327.05,88.77,66.56,,,,00,1,1,200,,, 12,31023Y1231,,0,,,, 227391,
1000150,100490,2023-10-22,2023-11-21,2023-10-17,PO-53421,generate back-end e-markets,,1224.33,113.99,94.78,0.0,,,00,1,1,200,,, 12,31022Y1231,,9,,,, 839719,
1000151,100160,2023-11-23,2024-01-07,2023-11-21,PO-67947,harness holistic experiences,,5265.2,152.6,98.07,,,,00,1,1,200,,, 12,31123Y1231,,7,,,, 822622,
1000152,100059,2024-11-06,2024-12-06,2024-11-03,,benchmark holistic networks,,7584.76,682.76,0.0,,,,00,1,1,200,,, 12,41106Y1241,,2,2021-11-24,,, 981723,
1000153,100118,2024-09-06,2024-10-06,2024-09-01,PO-46428,expedite intuitive portals,,1002.75,9.27,0.0,,,,00,1,1,200,,, 12,40906Y1240,,1,2041-02-02,,, 123643,
1000154,100044,2023-11-08,2023-11-23,2023-11-03,PO-74286,benchmark turn-key vortals,,1169.14,52.08,0.0,,,,00,1,1,200,,, 12,31108Y1231,2008-12-31,1,,,, 732471,
1000155,100324,2024-05-27,2024-06-11,2024-05-23,PO-58867,repurpose best-of-breed eyebal,,560.4,3.14,0.0,,,,00,1,1,200,,, 12,40527Y1240,,1,,,, 398477,
1000156,100185,2023-11-15,2023-12-15,2023-11-11,,architect end-to-end channels,,832.44,81.37,8.76,0.0,,,00,1,1,200,,, 12,31115Y1231,,9,,,, 544420,
1000157,100388,2023-07-07,2023-07-22,2023-07-05,PO-78852,synergize mission-critical cha,,1813.57,25.31,0.0,,,,00,1,1,200,,, 12,30707Y1230,2007-12-30,8,,,, 169327,
1000158,100496,2024-03-03,2024-04-02,2024-02-29,PO-82851,re-contextualize intuitive web,,1928.17,145.79,0.0,,,,00,1,1,200,,, 12,40303Y1240,,1,,,, 844747,
1000159,100301,2024-03-25,2024-04-24,2024-03-20,PO-49582,engage cross-platform e-servic,,7797.19,106.76,0.0,,,,00,1,1,200,,, 12,40325Y1240,,6,,,, 418677,
1000160,100261,2023-02-23,2023-03-25,2023-02-20,PO-93958,innovate customized e-commerce,,6033.53,279.63,0.0,,,,00,1,1,200,,, 12,30223Y1230,,7,,,, 595495,
1000161,100065,2024-10-01,2024-11-15,2024-09-29,,enable dynamic applications,,34421.58,3072.77,0.0,,,,00,1,1,200,,, 12,41001Y1241,,2,,,, 617000,
1000162,100035,2023-08-11,2023-09-10,2023-08-08,PO-72395,synthesize seamless ROI,,639.0,23.12,0.0,,,,00,1,1,200,,, 12,30811Y1230,,0,,,, 958029,
1000163,100063,2023-04-28,2023-06-12,2023-04-23,,strategize plug-and-play minds,,4358.82,319.48,0.0,,,,00,1,1,200,,, 12,30428Y1230,,6,,,, 583439,
1000164,100465,2024-01-10,2024-02-09,2024-01-07,,deliver B2B channels,,723.95,25.87,0.0,,,,00,1,1,200,,, 12,40110Y1240,,3,,,, 655338,
1000165,100342,2024-02-03,2024-03-19,2024-02-01,PO-51446,syndicate leading-edge supply-,,9426.85,484.41,18.32,,,,00,1,1,200,,, 12,40203Y1240,,9,,,, 938732,
1000166,100163,2023-07-31,2023-09-14,2023-07-28,PO-11690,synergize scalable architectur,,3443.13,240.32,0.0,,,,00,1,1,200,,, 12,30731Y1230,,7,,,, 643341,
1000167,100153,2023-05-26,2023-06-10,2023-05-21,,drive dot-com networks,,871.43,42.26,0.0,,,,00,1,1,200,,, 12,30526Y1230,,6,,,, 933729,
1000168,100476,2023-12-08,2024-01-07,2023-12-04,PO-20013,maximize real-time interfaces,,1205.58,83.14,84.61,0.0,,,00,1,1,200,,, 12,31208Y1231,2008-12-31,2,,,, 958620,
1000169,100070,2024-01-12,2024-02-26,2024-01-08,PO-88335,innovate visionary e-business,,46553.44,2232.32,0.0,,,,00,1,1,200,,, 12,40112Y1240,,4,,,, 900681,
1000170,100184,2023-10-10,2023-11-09,2023-10-08,PO-50295,matrix web-enabled synergies,,509.97,15.54,11.86,,,,00,1,1,200,,, 12,31010Y1231,,0,,,, 320034,
1000171,100069,2023-11-21,2023-12-21,2023-11-17,PO-15572,aggregate impactful initiative,,1966.0,83.52,11.17,,,,00,1,1,200,,, 12,31121Y1231,2021-12-31,2,,,, 213054,
1000172,100016,2024-02-23,2024-03-24,2024-02-20,,orchestrate next-generation in,,8137.5,417.84,0.0,,,,00,1,1,200,,, 12,40223Y1240,,6,,,, 800015,
1000173,100005,2023-03-14,2023-04-28,2023-03-13,,harness synergistic vortals,,7790.95,609.54,20.54,0.0,,,00,1,1,200,,, 12,30314Y1230,,7,,,, 390849,
1000174,100309,2023-10-24,2023-12-08,2023-10-23,PO-11832,empower open-source models,,4130.53,66.32,0.0,0.0,,,00,1,1,200,,, 12,31024Y1231,,8,,,, 327538,
1000175,100381,2023-10-18,2023-12-02,2023-10-13,PO-72221,harness synergistic models,,2723.93,76.78,53.71,,,,00,1,1,200,,, 12,31018Y1231,,3,,,, 832045,
1000176,100315,2023-05-06,2023-06-20,2023-05-01,,syndicate user-centric niches,,2666.13,179.57,0.0,0.0,,,00,1,1,200,,, 12,30506Y1230,2006-12-30,5,,,, 898395,
1000177,100169,2024-01-18,2024-03-03,2024-01-17,,facilitate next-generation del,,2112.54,23.3,0.0,0.0,,,00,1,1,200,,, 12,40118Y1240,,1,2000-03-22,,, 221343,
1000178,100206,2023-02-11,2023-03-13,2023-02-08,PO-66093,optimize next-generation archi,,710.5,42.66,0.0,0.0,,,00,1,1,200,,, 12,30211Y1230,2011-12-31,0,,,, 998392,
1000179,100036,2023-04-23,2023-05-23,2023-04-19,PO-61952,productize dot-com content,,9052.79,726.43,36.74,,,,00,1,1,200,,, 12,30423Y1230,2023-12-30,9,,,, 648051,
1000180,100352,2024-03-05,2024-03-20,2024-03-03,,syndicate distributed synergie,,1417.73,16.9,0.0,0.0,,,00,1,1,200,,, 12,40305Y1240,,4,,,, 455081,
1000181,100107,2023-05-28,2023-06-12,2023-05-23,PO-94388,mesh transparent users,,635.46,62.95,0.0,0.0,,,00,1,1,200,,, 12,30528Y1230,,2,,,, 473395,
1000182,100252,2024-07-20,2024-08-19,2024-07-16,,e-enable turn-key info-mediari,,7000.09,665.11,51.14,,,,00,1,1,200,,, 12,40720Y1240,,2,,,, 613111,
1000183,100263,2023-11-27,2023-12-27,2023-11-26,PO-60152,incentivize transparent soluti,,3077.4,290.02,0.0,0.0,,,00,1,1,200,,, 12,31127Y1231,2027-12-31,2,,,, 812197,
1000184,100176,2024-08-14,2024-08-29,2024-08-09,PO-71082,empower B2C e-tailers,,237.46,14.77,0.0,,,,00,1,1,200,,, 12,40814Y1240,,0,,,, 407823,
1000185,100353,2023-05-07,2023-06-21,2023-05-06,PO-25615,exploit open-source markets,,5481.09,276.68,0.0,0.0,,,00,1,1,200,,, 12,30507Y1230,,3,,,, 429839,
1000186,100452,2023-06-13,2023-07-28,2023-06-10,PO-31514,expedite efficient partnership,,4387.03,201.65,0.0,,,,00,1,1,200,,, 12,30613Y1230,2013-12-31,0,,,, 551601,
1000187,100071,2023-01-09,2023-01-24,2023-01-04,PO-85000,revolutionize user-centric fun,,762.43,29.66,56.89,,,,00,1,1,200,,, 12,30109Y1230,2009-12-30,2,,,, 599028,
1000188,100298,2024-03-11,2024-04-25,2024-03-07,PO-56237,cultivate holistic channels,,8689.16,440.27,0.0,,,,00,1,1,200,,, 12,40311Y1240,,1,,,, 436050,
1000189,100032,2023-04-22,2023-05-07,2023-04-19,PO-66118,empower one-to-one e-tailers,,125.33,0.57,34.89,,,,00,1,1,200,,, 12,30422Y1230,2022-12-31,2,,,, 474725,
1000190,100219,2024-01-20,2024-03-05,2024-01-15,,monetize turn-key paradigms,,20807.12,1375.85,0.0,,,,00,1,1,200,,, 12,40120Y1240,,6,,,, 168681,
1000191,100460,2024-07-16,2024-07-31,2024-07-12,PO-65374,engineer holistic content,,748.84,25.28,0.0,,,,00,1,1,200,,, 12,40716Y1240,,2,,,, 639764,
1000192,100478,2023-01-11,2023-02-10,2023-01-08,PO-61157,harness rich functionalities,,958.11,1.95,0.0,,,,00,1,1,200,,, 12,30111Y1230,,4,,,, 700350,
1000193,100052,2023-07-03,2023-08-02,2023-06-28,PO-97475,utilize cross-platform applica,,8274.94,82.8,0.0,,,,00,1,1,200,,, 12,30703Y1230,,9,,,, 274721,
1000194,100329,2023-02-02,2023-03-04,2023-02-01,PO-80232,repurpose user-centric synergi,,3695.69,358.27,0.0,,,,00,1,1,200,,, 12,30202Y1230,2002-12-30,5,,,, 401314,
1000195,100143,2023-07-17,2023-08-16,2023-07-16,PO-85784,visualize revolutionary e-serv,,1427.78,142.24,0.0,,,,00,1,1,200,,, 12,30717Y1230,,2,,,, 720615,
1000196,100181,2024-01-23,2024-02-22,2024-01-20,PO-95398,engineer global supply-chains,,3460.28,196.0,0.0,,,,00,1,1,200,,, 12,40123Y1240,,7,,,, 629152,
1000197,100427,2024-09-27,2024-10-27,2024-09-24,PO-69405,target dynamic content,,739.84,49.09,0.0,,,,00,1,1,200,,, 12,40927Y1240,,0,,,, 900527,
1000198,100290,2024-02-16,2024-03-17,2024-02-14,PO-71249,grow ubiquitous info-mediaries,,525.08,0.98,86.27,,,,00,1,1,200,,, 12,40216Y1240,,5,,,, 768914,
1000199,100282,2023-09-22,2023-10-22,2023-09-19,PO-41506,disintermediate one-to-one web,,41402.01,3530.66,93.46,,,,00,1,1,200,,, 12,30922Y1230,,2,,,, 882692,
1000200,100365,2023-11-07,2023-12-07,2023-11-03,,empower granular solutions,,1577.95,133.2,0.0,0.0,,,00,1,1,200,,, 12,31107Y1231,2007-12-31,1,,,, 777424,
1000201,100086,2024-06-12,2024-07-27,2024-06-10,,e-enable turn-key experiences,,3308.02,198.89,0.0,,,,00,1,1,200,,, 12,40612Y1240,,9,,,, 586706,
1000202,100257,2024-01-11,2024-02-10,2024-01-09,,empower sticky networks,,1207.69,52.67,0.0,,,,00,1,1,200,,, 12,40111Y1240,,6,,,, 370948,
1000203,100420,2024-07-13,2024-08-12,2024-07-12,,leverage cutting-edge web-read,,8231.84,542.21,0.0,0.0,,,00,1,1,200,,, 12,40713Y1240,,1,,,, 429153,
1000204,100323,2024-02-05,2024-02-20,2024-02-03,,unleash efficient communities,,736.36,4.68,89.68,0.0,,,00,1,1,200,,, 12,40205Y1240,,7,,,, 870158,
1000205,100265,2023-08-02,2023-09-16,2023-07-31,PO-51079,mesh best-of-breed platforms,,9396.42,490.45,94.97,0.0,,,00,1,1,200,,, 12,30802Y1230,,0,,,, 972765,
1000206,100313,2024-05-25,2024-07-09,2024-05-24,,synergize wireless ROI,,38175.64,3076.35,93.55,,,,00,1,1,200,,, 12,40525Y1240,,1,,,, 560823,
1000207,100218,2024-12-06,2024-12-21,2024-12-05,PO-65545,redefine e-business relationsh,,657.75,38.77,0.0,,,,00,1,1,200,,, 12,41206Y1241,,2,,,, 815903,
1000208,100133,2024-11-05,2024-12-05,2024-10-31,,exploit e-business bandwidth,,1933.97,170.08,36.3,0.0,,,00,1,1,200,,, 12,41105Y1241,,2,,,, 937750,
1000209,100028,2024-07-22,2024-09-05,2024-07-19,PO-57560,matrix enterprise relationship,,7216.14,569.21,0.0,,,,00,1,1,200,,, 12,40722Y1240,,2,,,, 227982,
1000210,100283,2023-10-30,2023-11-14,2023-10-27,PO-40862,engage vertical e-markets,,1760.52,150.99,0.0,0.0,,,00,1,1,200,,, 12,31030Y1231,,1,,,, 320606,
1000211,100456,2023-12-02,2024-01-01,2023-12-01,,orchestrate magnetic experienc,,1802.44,165.08,0.0,0.0,,,00,1,1,200,,, 12,31202Y1231,,6,,,, 963185,
1000212,100415,2024-01-02,2024-01-17,2024-01-01,PO-44205,benchmark proactive eyeballs,,1892.89,89.17,0.0,0.0,,,00,1,1,200,,, 12,40102Y1240,,1,,,, 169591,
1000213,100189,2024-05-10,2024-06-24,2024-05-09,PO-94066,maximize leading-edge paradigm,,4787.83,349.14,0.0,,,,00,1,1,200,,, 12,40510Y1240,,0,,,, 292664,
1000214,100337,2024-12-15,2025-01-14,2024-12-13,PO-51120,harness real-time users,,499.06,31.99,0.0,0.0,,,00,1,1,200,,, 12,41215Y1241,,2,,,, 186226,
1000215,100058,2024-05-04,2024-05-19,2024-05-01,PO-27499,engage efficient bandwidth,,484.08,25.0,83.06,0.0,,,00,1,1,200,,, 12,40504Y1240,,2,,,, 281905,
1000216,100366,2024-05-28,2024-06-27,2024-05-25,,optimize visionary e-markets,,1267.44,41.52,0.0,,,,00,1,1,200,,, 12,40528Y1240,,9,,,, 975224,
1000217,100469,2024-03-09,2024-04-23,2024-03-04,PO-21662,optimize revolutionary systems,,6133.52,12.72,0.0,,,,00,1,1,200,,, 12,40309Y1240,,0,,,, 307897,
1000218,100142,2023-02-18,2023-04-04,2023-02-15,,benchmark innovative vortals,,7311.35,123.38,0.0,,,,00,1,1,200,,, 12,30218Y1230,,1,,,, 278386,
1000219,100301,2024-02-29,2024-03-30,2024-02-28,,disintermediate integrated com,,2056.15,147.75,0.0,0.0,,,00,1,1,200,,, 12,40229Y1240,,7,,,, 299800,
1000220,100457,2024-01-05,2024-01-20,2024-01-03,PO-47089,engage visionary e-markets,,1664.14,44.3,38.21,,,,00,1,1,200,,, 12,40105Y1240,,3,,,, 810083,
1000221,100101,2023-04-24,2023-05-24,2023-04-21,,utilize compelling interfaces,,953.0,38.93,0.0,,,,00,1,1,200,,, 12,30424Y1230,2024-12-30,6,,,, 360380,
1000222,100198,2023-10-19,2023-11-03,2023-10-16,PO-62108,transform viral initiatives,,1249.23,80.85,0.0,,,,00,1,1,200,,, 12,31019Y1231,,2,,,, 322526,
1000223,100380,2024-03-15,2024-03-30,2024-03-10,,whiteboard open-source infrast,,890.29,37.69,0.0,,,,00,1,1,200,,, 12,40315Y1240,,8,,,, 346249,
1000224,100250,2023-03-14,2023-03-29,2023-03-13,,re-contextualize integrated ex,,1834.81,182.88,96.72,,,,00,1,1,200,,, 12,30314Y1230,,8,,,, 749758,
1000225,100204,2024-07-13,2024-08-27,2024-07-10,,transition proactive experienc,,3722.57,146.93,0.0,0.0,,,00,1,1,200,,, 12,40713Y1240,,2,,,, 455652,
1000226,100465,2023-10-21,2023-11-20,2023-10-18,,unleash robust initiatives,,521.28,4.67,43.29,,,,00,1,1,200,,, 12,31021Y1231,1921-12-31,1,,,, 623460,
1000227,100462,2023-06-10,2023-06-25,2023-06-07,PO-44571,revolutionize B2B applications,,976.03,27.43,0.0,,,,00,1,1,200,,, 12,30610Y1230,,4,,,, 428215,
1000228,100232,2024-03-18,2024-04-02,2024-03-14,,enhance magnetic niches,,903.4,28.51,76.37,,,,00,1,1,200,,, 12,40318Y1240,,2,,,, 157217,
1000229,100123,2024-11-09,2024-11-24,2024-11-08,PO-74868,brand seamless metrics,,529.65,24.91,0.0,,,,00,1,1,200,,, 12,41109Y1241,,2,,,, 562966,
1000230,100191,2023-06-27,2023-07-12,2023-06-25,,harness revolutionary e-market,,989.94,55.52,0.0,,,,00,1,1,200,,, 12,30627Y1230,,3,2040-01-24,,, 313630,
1000231,100460,2024-03-24,2024-04-08,2024-03-19,,cultivate magnetic solutions,,711.41,59.4,82.26,,,,00,1,1,200,,, 12,40324Y1240,,6,,,, 651567,
1000232,100408,2023-01-10,2023-02-09,2023-01-09,,synthesize visionary action-it,,1227.42,51.11,0.0,0.0,,,00,1,1,200,,, 12,30110Y1230,,6,,,, 227916,
1000233,100210,2024-09-05,2024-10-05,2024-09-04,,repurpose killer platforms,,872.4,81.06,0.0,,,,00,1,1,200,,, 12,40905Y1240,,0,,,, 791577,
1000234,100254,2023-02-01,2023-03-03,2023-01-31,PO-69388,iterate turn-key systems,,1017.3,97.17,0.0,,,,00,1,1,200,,, 12,30201Y1230,,5,,,, 867080,
1000235,100390,2023-04-03,2023-05-03,2023-04-02,PO-81716,evolve compelling e-business,,9161.91,730.23,0.0,0.0,,,00,1,1,200,,, 12,30403Y1230,,4,,,, 499917,
1000236,100049,2023-06-12,2023-07-27,2023-06-10,,empower efficient portals,,4589.73,81.7,86.55,,,,00,1,1,200,,, 12,30612Y1230,2012-12-30,7,,,, 398776,
1000237,100346,2024-01-07,2024-02-06,2024-01-03,PO-50645,architect sticky partnerships,,1554.61,101.68,0.0,,,,00,1,1,200,,, 12,40107Y1240,,4,,,, 732829,
1000238,100070,2023-12-19,2024-02-02,2023-12-15,PO-72447,streamline sticky eyeballs,,21156.99,203.34,0.0,,,,00,1,1,200,,, 12,31219Y1231,,2,,,, 690408,
1000239,100322,2024-08-02,2024-09-01,2024-07-29,,iterate scalable solutions,,4807.64,363.69,61.39,,,,00,1,1,200,,, 12,40802Y1240,,0,,,, 458345,
1000240,100246,2023-03-25,2023-05-09,2023-03-20,,whiteboard impactful users,,7087.96,459.02,93.07,,,,00,1,1,200,,, 12,30325Y1230,,4,2070-01-02,,, 558600,
1000241,100042,2024-03-01,2024-03-16,2024-02-27,PO-78562,grow customized e-business,,1832.97,87.54,0.0,,,,00,1,1,200,,, 12,40301Y1240,,7,,,, 409834,
1000242,100302,2024-10-06,2024-11-05,2024-10-02,PO-70903,enhance seamless functionaliti,,142.96,1.09,0.0,,,,00,1,1,200,,, 12,41006Y1241,,0,,,, 855299,
1000243,100302,2023-08-02,2023-09-01,2023-07-29,,deploy collaborative networks,,831.54,29.56,0.0,,,,00,1,1,200,,, 12,30802Y1230,,9,,,, 983855,
1000244,100210,2024-07-09,2024-08-08,2024-07-06,PO-34535,enhance cutting-edge e-commerc,,281.47,11.72,31.39,0.0,,,00,1,1,200,,, 12,40709Y1240,,2,,,, 294078,
1000245,100042,2023-02-18,2023-03-05,2023-02-17,PO-11743,architect global e-business,,1544.65,93.31,10.63,,,,00,1,1,200,,, 12,30218Y1230,2018-12-30,9,,,, 787657,
1000246,100253,2023-12-30,2024-02-13,2023-12-25,PO-98316,repurpose best-of-breed initia,,5141.47,208.28,0.0,0.0,,,00,1,1,200,,, 12,31230Y1231,,5,,,, 807896,
1000247,100211,2023-09-25,2023-10-25,2023-09-24,PO-34670,unleash granular metrics,,1648.35,14.45,0.0,,,,00,1,1,200,,, 12,30925Y1230,,1,,,, 319393,
1000248,100255,2024-04-28,2024-05-28,2024-04-23,,enhance sticky mindshare,,1367.52,88.85,0.0,,,,00,1,1,200,,, 12,40428Y1240,,8,,,, 907111,
1000249,100246,2024-06-26,2024-08-10,2024-06-22,PO-68918,unleash robust channels,,2333.49,98.45,0.0,0.0,,,00,1,1,200,,, 12,40626Y1240,,0,,,, 354415,
1000250,100108,2024-02-13,2024-03-14,2024-02-12,PO-66595,redefine seamless experiences,,730.7,60.61,0.0,,,,00,1,1,200,,, 12,40213Y1240,,4,,,, 989838,
1000251,100262,2023-06-15,2023-07-15,2023-06-11,PO-77286,monetize e-business architectu,,1526.74,90.97,0.0,,,,00,1,1,200,,, 12,30615Y1230,,0,,,, 859813,
1000252,100328,2023-02-20,2023-04-06,2023-02-19,PO-51399,seize dot-com users,,47087.64,4261.78,23.19,,,,00,1,1,200,,, 12,30220Y1230,2020-12-30,8,,,, 166595,
1000253,100146,2023-10-12,2023-10-27,2023-10-09,PO-67177,target best-of-breed content,,903.59,37.69,0.0,,,,00,1,1,200,,, 12,31012Y1231,,2,,,, 269170,
1000254,100156,2023-12-10,2024-01-09,2023-12-05,PO-54453,morph integrated ROI,,1507.18,70.72,0.0,,,,00,1,1,200,,, 12,31210Y1231,,9,,,, 994911,
1000255,100447,2024-04-06,2024-05-06,2024-04-02,PO-98225,seize front-end experiences,,7436.79,348.39,72.3,,,,00,1,1,200,,, 12,40406Y1240,,4,2082-04-03,,, 870267,
1000256,100193,2023-07-15,2023-09-13,2023-07-14,PO-26920,re-contextualize one-to-one e-,,40818.77,3264.5,62.18,,,,00,1,1,200,,, 12,30715Y1230,2015-12-30,8,,,, 309174,
1000257,100084,2023-01-10,2023-02-09,2023-01-09,PO-57026,leverage frictionless partners,,645.17,6.51,0.0,0.0,,,00,1,1,200,,, 12,30110Y1230,,1,,,, 474387,
1000258,100361,2024-02-17,2024-03-18,2024-02-13,,optimize front-end platforms,,485.49,40.2,3.2,,,,00,1,1,200,,, 12,40217Y1240,,4,,,, 226550,
1000259,100298,2024-09-03,2024-10-18,2024-09-02,PO-83010,repurpose compelling architect,,3016.86,77.78,0.0,,,,00,1,1,200,,, 12,40903Y1240,,1,,,, 258522,
1000260,100452,2024-03-07,2024-04-21,2024-03-03,PO-24539,transition best-of-breed model,,7211.22,371.66,0.0,0.0,,,00,1,1,200,,, 12,40307Y1240,,1,,,, 919621,
1000261,100327,2024-06-21,2024-08-05,2024-06-16,,enable end-to-end users,,6486.9,556.83,0.0,,,,00,1,1,200,,, 12,40621Y1240,,9,1970-12-10,,, 223794,
1000262,100461,2024-12-28,2025-02-11,2024-12-23,PO-23014,aggregate proactive eyeballs,,14242.38,515.06,70.82,0.0,,,00,1,1,200,,, 12,41228Y1241,,2,,,, 778526,
1000263,100195,2023-09-11,2023-10-26,2023-09-10,,re-contextualize proactive net,,4011.47,55.27,43.91,,,,00,1,1,200,,, 12,30911Y1230,,8,,,, 457900,
1000264,100155,2024-05-31,2024-06-15,2024-05-29,PO-79422,reinvent one-to-one schemas,,1109.04,9.45,0.0,0.0,,,00,1,1,200,,, 12,40531Y1240,,2,,,, 925455,
1000265,100122,2023-11-27,2024-01-11,2023-11-26,PO-11303,embrace enterprise e-markets,,2241.95,96.14,89.81,0.0,,,00,1,1,200,,, 12,31127Y1231,,5,,,, 945411,
1000266,100273,2023-01-02,2023-02-01,2023-01-01,PO-94078,harness impactful action-items,,9492.79,80.48,0.0,0.0,,,00,1,1,200,,, 12,30102Y1230,2002-12-30,7,,,, 702466,
1000267,100030,2024-11-03,2024-12-03,2024-10-29,PO-51116,enable end-to-end channels,,979.96,96.04,87.58,0.0,,,00,1,1,200,,, 12,41103Y1241,,2,,,, 108286,
1000268,100439,2023-07-16,2023-08-15,2023-07-14,PO-91836,benchmark revolutionary partne,,703.61,37.14,70.03,,,,00,1,1,200,,, 12,30716Y1230,,1,,,, 783710,
1000269,100235,2023-11-16,2023-12-31,2023-11-13,,brand magnetic e-markets,,7277.24,645.98,40.45,,,,00,1,1,200,,, 12,31116Y1231,,6,,,, 450741,
1000270,100208,2023-01-12,2023-02-11,2023-01-07,PO-54657,syndicate customized e-busines,,752.59,55.7,0.0,0.0,,,00,1,1,200,,, 12,30112Y1230,2012-12-30,3,,,, 267800,
1000271,100011,2023-08-11,2023-09-10,2023-08-08,PO-76227,transition wireless initiative,,250.2,19.93,0.0,,,,00,1,1,200,,, 12,30811Y1230,2011-12-31,2,,,, 867543,
1000272,100031,2023-04-30,2023-05-15,2023-04-29,PO-85030,incentivize cross-media partne,,1714.85,44.54,0.0,,,,00,1,1,200,,, 12,30430Y1230,,2,,,, 105466,
1000273,100241,2024-10-24,2024-11-08,2024-10-19,,brand extensible channels,,810.16,19.13,58.16,0.0,,,00,1,1,200,,, 12,41024Y1241,,2,,,, 398357,
1000274,100356,2023-02-08,2023-02-23,2023-02-05,PO-35238,engage integrated action-items,,1612.62,115.28,0.0,0.0,,,00,1,1,200,,, 12,30208Y1230,,1,,,, 576378,
1000275,100052,2023-06-09,2023-07-09,2023-06-05,PO-72423,maximize synergistic experienc,,2318.98,98.72,0.0,,,,00,1,1,200,,, 12,30609Y1230,,1,,,, 567836,
1000276,100041,2023-09-02,2023-10-02,2023-08-29,PO-86585,benchmark granular functionali,,432.36,22.75,0.0,,,,00,1,1,200,,, 12,30902Y1230,2002-12-31,1,,,, 767377,
1000277,100225,2023-10-02,2023-11-01,2023-09-30,,matrix back-end infrastructure,,9968.61,686.86,73.17,,,,00,1,1,200,,, 12,31002Y1231,,2,,,, 608312,
1000278,100379,2023-06-07,2023-07-22,2023-06-05,PO-14273,iterate world-class synergies,,5119.42,495.58,0.0,,,,00,1,1,200,,, 12,30607Y1230,,2,,,, 264458,
1000279,100297,2023-09-02,2023-09-17,2023-09-01,PO-47957,optimize best-of-breed niches,,864.8,82.31,0.0,,,,00,1,1,200,,, 12,30902Y1230,,9,,,, 648171,
1000280,100082,2023-07-06,2023-09-04,2023-07-05,PO-28630,engage wireless info-mediaries,,10298.4,314.02,0.0,,,,00,1,1,200,,, 12,30706Y1230,2006-12-30,9,,,, 542244,
1000281,100025,2024-01-27,2024-02-26,2024-01-23,,maximize clicks-and-mortar con,,47156.93,1439.06,0.0,,,,00,1,1,200,,, 12,40127Y1240,,7,,,, 465584,
1000282,100035,2023-06-20,2023-07-20,2023-06-17,PO-72289,morph bricks-and-clicks niches,,883.38,36.89,0.0,,,,00,1,1,200,,, 12,30620Y1230,,1,,,, 974180,
1000283,100325,2023-03-03,2023-03-18,2023-02-28,,innovate compelling technologi,,439.06,6.08,0.0,0.0,,,00,1,1,200,,, 12,30303Y1230,,3,,,, 796781,
1000284,100334,2023-09-19,2023-10-19,2023-09-15,PO-94661,embrace back-end applications,,468.67,10.91,0.0,,,,00,1,1,200,,, 12,30919Y1230,,4,,,, 273659,
1000285,100377,2024-03-06,2024-03-21,2024-03-01,,harness killer partnerships,,244.65,15.42,30.88,,,,00,1,1,200,,, 12,40306Y1240,,4,,,, 668154,
1000286,100308,2023-07-31,2023-08-30,2023-07-26,,benchmark world-class technolo,,7818.54,748.46,0.0,0.0,,,00,1,1,200,,, 12,30731Y1230,2031-12-31,2,,,, 924974,
1000287,100110,2023-11-14,2023-12-14,2023-11-13,PO-13049,transform dynamic markets,,3207.58,226.33,44.42,0.0,,,00,1,1,200,,, 12,31114Y1231,,8,,,, 558245,
1000288,100096,2024-01-02,2024-02-01,2024-01-01,PO-81012,streamline mission-critical us,,946.89,81.4,0.0,,,,00,1,1,200,,, 12,40102Y1240,,6,,,, 399212,
1000289,100077,2023-08-16,2023-09-15,2023-08-13,,benchmark strategic vortals,,264.4,20.31,0.0,0.0,,,00,1,1,200,,, 12,30816Y1230,2016-12-31,0,,,, 161343,
1000290,100161,2023-06-17,2023-08-16,2023-06-13,PO-25855,syndicate transparent communit,,22547.29,721.61,0.0,,,,00,1,1,200,,, 12,30617Y1230,,6,,,, 312398,
1000291,100129,2023-01-11,2023-02-25,2023-01-10,PO-82498,exploit intuitive schemas,,38846.02,2276.49,0.0,0.0,,,00,1,1,200,,, 12,30111Y1230,2011-12-31,2,,,, 168637,
1000292,100256,2024-05-05,2024-05-20,2024-04-30,PO-42285,whiteboard turn-key e-commerce,,126.02,7.98,1.86,,,,00,1,1,200,,, 12,40505Y1240,,7,,,, 783200,
1000293,100418,2023-11-28,2023-12-13,2023-11-26,PO-32044,streamline transparent experie,,426.03,24.21,0.0,0.0,,,00,1,1,200,,, 12,31128Y1231,,7,,,, 663646,
1000294,100225,2023-04-15,2023-05-15,2023-04-13,,brand 24/365 action-items,,9652.17,535.84,0.0,0.0,,,00,1,1,200,,, 12,30415Y1230,,1,,,, 386578,
